.	.	O
The	DT	O
organization	NN	O
associated	VBN	O
with	IN	O
this	DT	O
certificate	NN	O
is	VBZ	O
a	DT	O
South	JJ	O
Korean	JJ	O
mobile	NN	O
software	NN	O
developer	NN	O
.	.	O
While	IN	O
we	PRP	O
became	VBD	O
initially	RB	O
curious	JJ	O
because	IN	O
the	DT	O
hacktool	NN	TOOL
was	VBD	O
signed	VBN	O
,	,	O
we	PRP	O
became	VBD	O
more	RBR	O
suspicious	JJ	O
when	WRB	O
we	PRP	O
realized	VBD	O
a	DT	O
mobile	JJ	O
software	NN	O
developer	NN	O
had	VBD	O
signed	VBN	O
it	PRP	O
,	,	O
since	IN	O
this	DT	O
is	VBZ	O
not	RB	O
the	DT	O
type	NN	O
of	IN	O
software	NN	O
typically	RB	O
associated	VBN	O
with	IN	O
a	DT	O
mobile	JJ	O
application	NN	O
.	.	O
Based	VBN	O
on	IN	O
this	DT	O
discovery	NN	O
,	,	O
we	PRP	O
began	VBD	O
to	TO	O
look	VB	O
for	IN	O
other	JJ	O
binaries	NNS	O
signed	VBN	O
with	IN	O
the	DT	O
South	JJ	O
Korean	JJ	O
mobile	NN	O
software	NN	O
developer	NN	O
's	POS	O
certificate	NN	O
.	.	O
This	DT	O
led	VBD	O
to	TO	O
the	DT	O
discovery	NN	O
of	IN	O
three	CD	O
additional	JJ	O
hacktools	NNS	O
also	RB	O
signed	VBD	O
using	VBG	O
this	DT	O
certificate	NN	O
.	.	O
In	IN	O
addition	NN	O
to	TO	O
being	VBG	O
signed	VBN	O
with	IN	O
a	DT	O
stolen	JJ	O
certificate	NN	O
,	,	O
the	DT	O
identified	JJ	O
hacktools	NNS	O
had	VBD	O
been	VBN	O
used	VBN	O
in	IN	O
suspicious	JJ	O
activity	NN	O
against	IN	O
a	DT	O
US	NNP	O
-	:	O
based	VBN	O
health	NN	O
provider	NN	O
operating	NN	O
in	IN	O
India	NNP	LOCATION
.	.	O
This	DT	O
evidence	NN	O
indicates	VBZ	O
that	IN	O
the	DT	O
certificate	NN	O
's	POS	O
rightful	JJ	O
owner	NN	O
either	DT	O
misused	VBD	O
it	PRP	O
or	CC	O
it	PRP	O
had	VBD	O
been	VBN	O
stolen	VBN	O
from	IN	O
them	PRP	O
.	.	O
Symantec	JJ	O
worked	VBN	O
with	IN	O
the	DT	O
certificate	NN	O
owner	NN	O
to	TO	O
confirm	VB	O
that	IN	O
the	DT	O
hacktool	NN	TOOL
was	VBD	O
not	RB	O
associated	VBN	O
with	IN	O
them	PRP	O
.	.	O
