Figure	NN	O
1	CD	O
is	VBZ	O
a	DT	O
screenshot	NN	O
of	IN	O
a	DT	O
packet	NN	O
capture	NN	O
showing	VBG	O
one	CD	O
of	IN	O
the	DT	O
RTF	NNP	O
files	NNS	O
reaching	VBG	O
out	RP	O
to	TO	O
hxxp://tk	VB	O
-	:	O
in	IN	O
-	:	O
f156.2bunny[.]com	NN	O
/	JJ	O
Agreement.doc	NNP	O
.	.	O
