compromised	JJ	O
site	NN	O
points	NNS	O
to	TO	O
"	VB	O
faq.html	JJ	O
"	NN	O
.	.	O
The	DT	O
"	NNP	O
faq.html	NN	O
"	NNP	O
loads	VBZ	O
"	NNP	O
movie.swf	NN	O
"	NNP	O
which	WDT	O
contains	VBZ	O
the	DT	O
exploit	NN	O
.	.	O
In	IN	O
this	DT	O
way	NN	O
,	,	O
the	DT	O
malware	NN	O
infects	VBZ	O
a	DT	O
visitor	NN	O
's	POS	O
machine	NN	O
when	WRB	O
it	PRP	O
's	VBZ	O
accessed	VBN	O
.	.	O
The	DT	O
"	NNP	O
movie.swf	NN	O
"	NNP	O
header	NN	O
is	VBZ	O
"	JJ	O
ZWS	NNP	O
"	NNP	O
,	,	O
a	DT	O
flash	NN	O
file	NN	O
compressed	VBD	O
using	VBG	O
the	DT	O
Lempel	NNP	O
-	:	O
Ziv	NNP	O
-	:	O
Markov	NNP	O
chain	NN	O
-	:	O
Algorithm	NNP	O
(	(	O
LZMA	NNP	O
)	)	O
.	.	O
